sku,sku_description,price,weight_lb,length_in,width_in,height_in,department,popularity
SKU023749,sku_description_23749,745.01,69.42,75.4,4.6,31.7,Dept_7,3.181372168514621e-06
SKU023750,sku_description_23750,470.66,86.88,46.8,26.7,40.3,Dept_14,2.0655037931624673e-06
SKU023751,sku_description_23751,672.87,21.77,53.7,12.0,3.7,Dept_3,1.8157231046745103e-06
SKU023752,sku_description_23752,149.31,168.96,19.7,4.6,15.6,Dept_3,5.217812789686446e-07
SKU023753,sku_description_23753,721.63,82.4,59.6,24.1,33.2,Dept_24,3.7923119861555243e-06
SKU023754,sku_description_23754,406.57,16.65,75.8,41.0,33.7,Dept_14,1.0933627622134966e-05
SKU023755,sku_description_23755,56.53,158.03,19.6,54.5,26.5,Dept_4,2.3018246697882537e-06
SKU023756,sku_description_23756,115.63,4.02,7.1,3.9,44.3,Dept_9,2.0831441034369856e-06
SKU023757,sku_description_23757,249.25,119.91,60.4,48.8,39.2,Dept_11,6.629218593334089e-06
SKU023758,sku_description_23758,37.72,140.56,73.8,10.8,46.1,Dept_10,9.122063015840555e-06
SKU023759,sku_description_23759,249.51,38.32,62.2,23.9,23.1,Dept_13,6.046323045675051e-07
SKU023760,sku_description_23760,50.76,26.34,39.7,39.6,43.3,Dept_11,1.5491820015202992e-05
SKU023761,sku_description_23761,191.11,22.87,59.5,18.2,53.9,Dept_23,2.903367741400736e-07
SKU023762,sku_description_23762,214.74,198.67,89.7,54.8,32.5,Dept_21,9.325799803675058e-07
SKU023763,sku_description_23763,795.51,151.04,56.9,33.1,25.4,Dept_22,4.969885165751489e-09
SKU023764,sku_description_23764,190.73,62.61,48.5,38.2,35.8,Dept_7,5.549367257240899e-07
SKU023765,sku_description_23765,193.63,67.18,49.5,12.6,56.0,Dept_17,2.303801065672847e-06
SKU023766,sku_description_23766,550.37,129.76,43.3,27.8,57.5,Dept_22,4.4220571546812845e-06
SKU023767,sku_description_23767,687.91,91.59,62.5,2.1,29.8,Dept_15,1.0740753889665278e-05
SKU023768,sku_description_23768,311.48,54.34,76.3,31.2,39.0,Dept_3,0.00013365317837485695
SKU023769,sku_description_23769,700.87,11.51,65.4,30.7,22.7,Dept_11,7.825183078263147e-06
SKU023770,sku_description_23770,274.09,156.79,21.8,24.6,22.3,Dept_3,2.424015138850086e-05
SKU023771,sku_description_23771,160.02,177.66,34.3,36.5,30.3,Dept_8,6.653544015830135e-06
SKU023772,sku_description_23772,265.72,41.27,54.0,45.5,29.7,Dept_1,2.1833513834218622e-05
SKU023773,sku_description_23773,488.66,12.77,89.4,5.2,49.5,Dept_10,1.3838591333584348e-05
SKU023774,sku_description_23774,295.61,23.81,8.0,17.9,5.4,Dept_15,9.721425930624755e-06
SKU023775,sku_description_23775,539.3,82.91,18.6,10.7,48.2,Dept_2,5.647352026584644e-06
SKU023776,sku_description_23776,191.84,59.94,70.2,17.3,24.9,Dept_8,3.9327078789029755e-05
SKU023777,sku_description_23777,561.69,14.78,18.9,11.3,39.4,Dept_14,1.4953858731116326e-06
SKU023778,sku_description_23778,279.91,91.03,61.2,48.5,47.1,Dept_13,8.786927579799642e-06
SKU023779,sku_description_23779,366.33,40.86,89.5,5.4,44.3,Dept_5,4.412362096027589e-05
SKU023780,sku_description_23780,447.52,13.48,58.4,9.2,41.8,Dept_3,1.091386353375046e-06
SKU023781,sku_description_23781,549.92,131.62,44.2,36.9,52.2,Dept_12,3.979336312080451e-06
SKU023782,sku_description_23782,193.25,114.54,75.3,59.6,3.2,Dept_14,1.4785696969350228e-06
SKU023783,sku_description_23783,669.25,165.3,69.9,55.4,40.3,Dept_25,6.327841033276697e-06
SKU023784,sku_description_23784,578.31,60.53,64.6,37.7,43.4,Dept_10,1.4517735673205492e-05
SKU023785,sku_description_23785,189.58,27.25,12.3,25.1,35.0,Dept_7,6.113442643026314e-08
SKU023786,sku_description_23786,780.05,72.1,57.6,24.4,8.1,Dept_9,8.693933191264405e-06
SKU023787,sku_description_23787,532.84,155.76,3.2,52.2,24.6,Dept_14,2.9560071117391667e-05
SKU023788,sku_description_23788,363.58,48.42,7.0,4.0,33.6,Dept_4,5.507175600247257e-06
SKU023789,sku_description_23789,128.55,51.07,5.4,18.8,13.9,Dept_16,2.429930421384113e-06
SKU023790,sku_description_23790,427.98,29.6,11.6,10.2,53.2,Dept_15,7.403751018508504e-06
SKU023791,sku_description_23791,134.33,197.3,40.1,13.8,34.7,Dept_9,1.2463759059213592e-05
SKU023792,sku_description_23792,345.3,193.47,85.3,6.6,8.4,Dept_15,6.827210309003408e-05
SKU023793,sku_description_23793,328.74,131.64,8.6,17.0,6.0,Dept_19,5.3081245921293416e-05
SKU023794,sku_description_23794,576.79,43.04,65.5,16.0,28.5,Dept_25,2.2121766006919675e-06
SKU023795,sku_description_23795,156.33,153.33,46.6,17.1,5.2,Dept_18,1.3094358550349215e-06
SKU023796,sku_description_23796,658.03,116.83,26.3,15.0,39.2,Dept_5,8.383203095483924e-05
SKU023797,sku_description_23797,262.93,149.94,29.9,15.0,48.9,Dept_11,7.1675984774806235e-06
SKU023798,sku_description_23798,356.86,172.1,4.0,49.4,38.3,Dept_2,1.341113767272052e-07
SKU023799,sku_description_23799,618.56,63.76,63.6,44.4,3.8,Dept_8,1.0785954401937638e-06
SKU023800,sku_description_23800,501.44,182.75,10.8,41.7,5.2,Dept_6,3.581966152156435e-05
SKU023801,sku_description_23801,248.5,179.72,5.1,15.8,8.2,Dept_9,2.2936998443273838e-05
SKU023802,sku_description_23802,310.8,109.47,43.2,36.7,53.9,Dept_19,1.1736597831145438e-06
SKU023803,sku_description_23803,246.71,136.95,44.0,45.4,48.9,Dept_1,3.2470812851646585e-06
SKU023804,sku_description_23804,477.03,82.27,59.6,14.2,32.4,Dept_22,1.1056642579373692e-05
SKU023805,sku_description_23805,268.1,131.06,64.2,26.2,13.9,Dept_22,1.0549926412737742e-05
SKU023806,sku_description_23806,581.38,109.84,46.8,35.2,59.4,Dept_22,1.5429004842294328e-05
SKU023807,sku_description_23807,465.09,64.63,64.3,16.6,28.7,Dept_24,6.083254633438212e-08
SKU023808,sku_description_23808,119.13,64.64,24.0,44.3,54.6,Dept_21,5.4390387785265466e-05
SKU023809,sku_description_23809,250.28,130.37,14.6,35.6,14.1,Dept_22,4.695045418957688e-07
SKU023810,sku_description_23810,179.49,191.33,84.0,19.7,39.8,Dept_18,1.0045967271441103e-05
SKU023811,sku_description_23811,314.08,40.39,34.8,23.0,48.3,Dept_16,4.4580832592404445e-07
SKU023812,sku_description_23812,414.24,78.57,9.9,23.2,47.3,Dept_13,4.030380565745866e-06
SKU023813,sku_description_23813,406.89,161.16,74.8,29.2,37.5,Dept_6,3.2970707580456667e-06
SKU023814,sku_description_23814,604.36,24.69,56.0,33.6,42.8,Dept_21,1.9386203357934947e-05
SKU023815,sku_description_23815,153.77,198.83,54.1,29.8,8.8,Dept_6,1.9176265489416605e-05
SKU023816,sku_description_23816,757.34,135.66,13.7,10.8,13.2,Dept_5,1.039209918912102e-05
SKU023817,sku_description_23817,276.25,182.17,68.6,40.6,11.6,Dept_1,8.289245093483425e-06
SKU023818,sku_description_23818,242.3,167.63,19.9,8.0,33.3,Dept_8,5.3986582968445986e-06
SKU023819,sku_description_23819,549.09,155.45,5.7,11.7,32.4,Dept_25,5.440927112873254e-06
SKU023820,sku_description_23820,645.0,6.68,16.2,40.0,55.6,Dept_23,2.0804877999672735e-05
SKU023821,sku_description_23821,304.64,81.36,63.7,28.0,45.8,Dept_12,3.5775793057378335e-05
SKU023822,sku_description_23822,598.24,40.45,71.6,35.1,11.5,Dept_17,8.64133106462758e-06
SKU023823,sku_description_23823,707.34,174.28,23.7,18.1,10.9,Dept_7,1.5123208114462875e-05
SKU023824,sku_description_23824,614.14,136.09,29.7,6.0,16.0,Dept_13,1.222107150046989e-06
SKU023825,sku_description_23825,30.25,21.5,16.3,56.5,59.9,Dept_2,5.636710311641478e-05
SKU023826,sku_description_23826,662.41,71.98,41.8,32.1,11.0,Dept_5,3.455539033575757e-05
SKU023827,sku_description_23827,620.26,13.95,21.4,28.6,23.2,Dept_23,3.624621031465127e-06
SKU023828,sku_description_23828,536.42,148.03,88.6,56.2,19.5,Dept_22,2.531023363579693e-05
SKU023829,sku_description_23829,608.74,83.72,69.5,59.1,1.2,Dept_23,0.00013214824022545418
SKU023830,sku_description_23830,783.6,46.95,54.5,5.2,17.7,Dept_12,5.581145984282871e-07
SKU023831,sku_description_23831,346.6,103.59,65.5,20.5,13.4,Dept_1,7.116152564596124e-06
SKU023832,sku_description_23832,56.58,8.5,16.7,39.0,58.6,Dept_1,2.2729954658381734e-08
SKU023833,sku_description_23833,370.33,51.53,67.4,53.8,43.9,Dept_21,2.0961130789744786e-05
SKU023834,sku_description_23834,40.01,35.14,32.5,35.9,48.6,Dept_10,7.245330220694898e-06
SKU023835,sku_description_23835,237.52,186.14,43.3,59.1,50.8,Dept_22,3.395394233937275e-05
SKU023836,sku_description_23836,470.74,75.48,79.9,41.5,15.5,Dept_10,4.4012137381578e-05
SKU023837,sku_description_23837,249.77,116.94,85.1,2.6,54.3,Dept_5,3.673094900673221e-05
SKU023838,sku_description_23838,549.26,100.64,69.6,30.5,33.0,Dept_16,1.3970380671065437e-06
SKU023839,sku_description_23839,658.12,131.88,69.5,57.4,5.4,Dept_21,3.637264300057803e-05
SKU023840,sku_description_23840,338.09,55.9,67.5,12.4,36.8,Dept_3,1.4916292323732044e-06
SKU023841,sku_description_23841,720.41,24.24,57.1,56.3,7.2,Dept_22,1.3497243667269106e-06
SKU023842,sku_description_23842,66.63,16.38,19.2,17.6,33.2,Dept_10,4.64252143719396e-05
SKU023843,sku_description_23843,672.57,38.76,53.8,55.0,32.5,Dept_10,2.4092359729527913e-05
SKU023844,sku_description_23844,663.37,96.62,7.0,37.4,38.9,Dept_25,3.8153593311009594e-05
SKU023845,sku_description_23845,259.63,47.28,4.7,23.3,8.0,Dept_12,6.707126823323705e-05
SKU023846,sku_description_23846,241.08,86.86,75.7,54.8,52.8,Dept_13,6.669087997413517e-06
SKU023847,sku_description_23847,246.16,5.96,49.6,7.1,44.8,Dept_2,9.22392089690062e-06
SKU023848,sku_description_23848,649.68,125.55,3.4,44.8,59.2,Dept_12,0.00021217195542769238
SKU023849,sku_description_23849,665.83,175.64,26.0,36.4,1.5,Dept_8,4.5700159668044255e-05
SKU023850,sku_description_23850,265.79,9.61,62.1,24.0,35.4,Dept_10,1.0706349466979672e-05
SKU023851,sku_description_23851,475.29,43.69,84.7,33.1,29.6,Dept_9,5.456293510384277e-07
SKU023852,sku_description_23852,113.73,63.62,76.3,46.2,24.6,Dept_10,1.4327667248603184e-05
SKU023853,sku_description_23853,376.62,57.52,41.2,8.8,16.1,Dept_19,7.108133315546381e-05
SKU023854,sku_description_23854,799.04,8.17,27.1,17.3,8.9,Dept_15,2.4081474909925003e-05
SKU023855,sku_description_23855,129.59,21.41,29.3,24.1,58.6,Dept_22,1.4890717509965928e-05
SKU023856,sku_description_23856,758.21,182.5,66.6,44.5,52.3,Dept_13,5.068094152551231e-07
SKU023857,sku_description_23857,659.93,142.3,72.8,54.3,49.3,Dept_9,1.1753516005009689e-05
SKU023858,sku_description_23858,777.86,191.69,34.2,56.1,8.8,Dept_19,1.7334381653223594e-06
SKU023859,sku_description_23859,146.12,88.15,56.8,24.1,58.2,Dept_17,2.4619744405648332e-05
SKU023860,sku_description_23860,173.17,175.82,67.6,28.5,24.1,Dept_4,3.8112247828112013e-07
SKU023861,sku_description_23861,16.44,163.33,76.4,54.6,29.5,Dept_12,5.909114867356397e-07
SKU023862,sku_description_23862,580.59,175.0,58.4,5.2,38.7,Dept_10,1.3231267483358837e-07
SKU023863,sku_description_23863,516.34,7.93,78.1,44.6,19.6,Dept_22,3.2862904390936665e-08
SKU023864,sku_description_23864,144.92,130.54,26.8,36.6,28.4,Dept_10,5.22264873172342e-07
SKU023865,sku_description_23865,633.54,113.37,63.5,12.6,33.1,Dept_23,1.6424449094397887e-06
SKU023866,sku_description_23866,241.46,109.09,37.4,48.4,10.3,Dept_21,1.0596147639474676e-06
SKU023867,sku_description_23867,110.59,100.93,83.7,6.4,17.3,Dept_13,6.864569968515813e-06
SKU023868,sku_description_23868,339.78,159.22,21.3,9.3,6.6,Dept_19,1.0196037668677868e-05
SKU023869,sku_description_23869,75.5,193.61,71.3,33.8,24.7,Dept_13,1.8232304552470995e-05
SKU023870,sku_description_23870,212.81,165.8,84.0,19.9,29.0,Dept_15,1.332993070827102e-06
SKU023871,sku_description_23871,298.95,174.09,62.1,8.2,34.9,Dept_19,9.827857206201976e-08
SKU023872,sku_description_23872,681.94,96.83,71.4,42.6,52.0,Dept_14,2.930456659399817e-05
SKU023873,sku_description_23873,634.66,138.15,80.0,11.2,10.6,Dept_9,2.92875386795223e-06
SKU023874,sku_description_23874,355.88,83.17,29.2,58.9,5.8,Dept_18,1.3379628585971074e-07
SKU023875,sku_description_23875,580.49,72.12,13.0,56.4,8.1,Dept_19,1.563522755483187e-07
SKU023876,sku_description_23876,456.21,179.07,84.4,25.5,10.4,Dept_12,6.600806452631166e-06
SKU023877,sku_description_23877,274.65,181.05,5.3,45.3,4.3,Dept_25,1.552332519527187e-05
SKU023878,sku_description_23878,581.52,136.48,44.6,48.8,42.9,Dept_1,2.367042978758031e-05
SKU023879,sku_description_23879,547.75,167.58,30.4,34.4,53.8,Dept_24,3.220477387683184e-06
SKU023880,sku_description_23880,496.42,72.14,50.8,49.0,51.0,Dept_18,3.8251641271442355e-06
SKU023881,sku_description_23881,495.51,86.81,89.1,48.1,50.8,Dept_12,6.787183903140637e-06
SKU023882,sku_description_23882,547.34,164.22,6.0,59.3,17.6,Dept_12,2.0569037797672344e-06
SKU023883,sku_description_23883,309.48,79.67,69.7,18.8,5.1,Dept_22,3.3160597371030977e-06
SKU023884,sku_description_23884,695.65,8.09,4.2,52.9,51.4,Dept_10,8.961340161495503e-06
SKU023885,sku_description_23885,132.36,70.72,25.0,40.8,50.2,Dept_20,1.3219883565237736e-05
SKU023886,sku_description_23886,707.46,79.71,64.1,12.0,7.0,Dept_9,3.291259160221757e-05
SKU023887,sku_description_23887,275.8,31.01,26.2,11.2,23.8,Dept_7,0.00011163172023059052
SKU023888,sku_description_23888,102.65,68.89,55.7,47.7,21.6,Dept_21,1.2962339474940096e-05
SKU023889,sku_description_23889,481.22,186.89,87.1,25.7,6.8,Dept_25,2.3673374815985153e-05
SKU023890,sku_description_23890,302.66,171.72,79.0,52.9,57.7,Dept_1,4.758922034796257e-05
SKU023891,sku_description_23891,652.95,89.24,75.6,31.8,46.8,Dept_24,3.3329115068748935e-05
SKU023892,sku_description_23892,346.34,142.01,19.0,19.8,36.5,Dept_14,2.8825039720907176e-06
SKU023893,sku_description_23893,535.84,30.45,25.9,51.5,22.6,Dept_25,8.574543558040666e-06
SKU023894,sku_description_23894,248.68,150.53,71.3,55.0,58.3,Dept_10,2.1098456110534863e-05
SKU023895,sku_description_23895,169.93,95.21,66.3,29.6,21.8,Dept_14,6.2794428141554975e-06
SKU023896,sku_description_23896,312.28,144.54,27.6,30.4,34.4,Dept_9,7.855909243798701e-06
SKU023897,sku_description_23897,486.63,128.84,39.7,55.1,38.4,Dept_23,5.19857540015113e-06
SKU023898,sku_description_23898,526.59,46.63,59.1,21.8,7.8,Dept_17,6.467390572732107e-06
SKU023899,sku_description_23899,463.83,166.95,48.2,38.9,40.8,Dept_19,5.059543987617011e-06
SKU023900,sku_description_23900,790.48,114.48,42.1,4.5,11.9,Dept_6,1.8349876680804662e-05
SKU023901,sku_description_23901,553.8,156.86,10.8,59.9,50.6,Dept_23,7.219575558560135e-05
SKU023902,sku_description_23902,745.42,18.89,40.3,9.9,16.4,Dept_11,6.260736674660077e-06
SKU023903,sku_description_23903,96.99,123.11,89.3,12.3,41.1,Dept_19,5.482579618486026e-05
SKU023904,sku_description_23904,51.91,58.45,32.1,10.9,7.7,Dept_13,5.285112719554971e-05
SKU023905,sku_description_23905,250.86,172.19,63.1,4.7,32.7,Dept_14,4.632241662413715e-06
SKU023906,sku_description_23906,111.86,189.91,46.5,47.0,10.3,Dept_3,2.6270408251236005e-06
SKU023907,sku_description_23907,422.12,11.26,71.9,28.1,26.7,Dept_7,1.1256139733064525e-07
SKU023908,sku_description_23908,416.63,144.88,67.8,29.0,39.4,Dept_9,4.772893785059951e-06
SKU023909,sku_description_23909,461.31,20.69,85.1,58.4,8.2,Dept_21,1.6604675933632002e-06
SKU023910,sku_description_23910,596.95,171.52,59.3,14.7,25.3,Dept_7,3.784157587898815e-06
SKU023911,sku_description_23911,777.15,24.99,85.4,5.3,59.1,Dept_13,6.184344690001717e-06
SKU023912,sku_description_23912,702.97,39.08,5.7,37.3,41.2,Dept_24,1.6290527996156506e-05
SKU023913,sku_description_23913,97.34,50.4,37.8,27.5,14.6,Dept_9,3.207619167546551e-06
SKU023914,sku_description_23914,272.8,145.59,61.4,13.7,28.2,Dept_15,4.470419993994987e-05
SKU023915,sku_description_23915,206.89,58.58,44.3,29.5,12.8,Dept_21,1.4436290904766124e-06
SKU023916,sku_description_23916,143.92,119.26,84.0,12.9,57.5,Dept_12,8.11210497524883e-06
SKU023917,sku_description_23917,437.15,114.43,14.4,57.5,30.9,Dept_1,7.824993912456215e-06
SKU023918,sku_description_23918,443.95,80.51,44.3,53.9,12.9,Dept_14,5.598386798342064e-06
SKU023919,sku_description_23919,184.11,107.94,77.3,32.3,32.8,Dept_4,7.355596129597795e-06
SKU023920,sku_description_23920,570.38,23.73,68.7,28.1,7.8,Dept_12,4.052049567577479e-05
SKU023921,sku_description_23921,587.13,175.25,71.6,18.3,6.6,Dept_7,6.028721303575338e-06
SKU023922,sku_description_23922,19.72,41.49,42.7,44.0,5.1,Dept_12,5.722059314185505e-06
SKU023923,sku_description_23923,318.42,176.06,31.8,10.0,21.6,Dept_14,1.3733318456934958e-05
SKU023924,sku_description_23924,712.44,103.8,46.6,44.8,54.1,Dept_19,1.036554294707759e-05
SKU023925,sku_description_23925,417.69,122.83,19.7,28.5,3.8,Dept_23,1.7664648878602975e-05
SKU023926,sku_description_23926,280.06,51.53,58.4,34.8,58.5,Dept_18,1.0027235258345676e-06
SKU023927,sku_description_23927,205.18,44.54,71.2,41.9,5.4,Dept_1,1.6733836570238105e-05
SKU023928,sku_description_23928,196.95,98.19,8.3,44.3,10.6,Dept_13,2.1209837417153175e-05
SKU023929,sku_description_23929,82.52,53.55,54.7,41.4,8.9,Dept_9,8.082384744517799e-05
SKU023930,sku_description_23930,654.33,84.69,52.6,19.9,17.2,Dept_21,1.2646496395509879e-05
SKU023931,sku_description_23931,72.07,88.1,25.2,10.6,58.0,Dept_7,1.3375129025106276e-05
SKU023932,sku_description_23932,235.96,54.26,89.6,19.3,8.7,Dept_1,9.926399811555029e-06
SKU023933,sku_description_23933,39.4,58.42,46.0,12.1,58.6,Dept_24,2.1351073290116935e-05
SKU023934,sku_description_23934,625.77,194.58,80.1,51.8,50.1,Dept_7,1.0732441457340749e-05
SKU023935,sku_description_23935,34.31,117.53,18.8,5.8,39.4,Dept_19,3.879080065838854e-06
SKU023936,sku_description_23936,248.72,166.39,67.9,35.2,42.4,Dept_11,7.817556315456023e-06
SKU023937,sku_description_23937,459.92,9.24,9.0,55.5,21.1,Dept_5,6.795761539279579e-06
SKU023938,sku_description_23938,329.42,0.48,8.0,58.5,5.4,Dept_19,9.044846118268032e-06
SKU023939,sku_description_23939,227.97,103.87,18.9,53.4,41.1,Dept_1,1.1606630943391597e-05
SKU023940,sku_description_23940,222.33,165.38,66.9,31.0,11.2,Dept_11,2.4506013123798756e-06
SKU023941,sku_description_23941,638.84,122.22,89.7,37.6,46.2,Dept_19,1.0389415011163527e-05
SKU023942,sku_description_23942,779.26,123.8,73.4,10.6,17.5,Dept_19,1.7915543254998956e-05
SKU023943,sku_description_23943,280.39,27.96,39.4,14.3,27.7,Dept_11,2.1829512303075157e-06
SKU023944,sku_description_23944,34.2,195.72,58.6,14.8,14.4,Dept_18,1.3212498286243348e-05
SKU023945,sku_description_23945,32.14,105.99,43.8,33.0,43.9,Dept_13,4.952816347491567e-06
SKU023946,sku_description_23946,608.09,20.61,23.8,34.2,33.1,Dept_12,6.708883527637453e-07
SKU023947,sku_description_23947,443.24,82.9,56.2,14.5,41.0,Dept_22,3.0050655826983515e-05
SKU023948,sku_description_23948,627.52,14.49,48.6,13.0,41.8,Dept_16,4.563093866619651e-06
SKU023949,sku_description_23949,558.91,83.69,49.3,45.8,58.6,Dept_23,7.21929776005996e-06
SKU023950,sku_description_23950,726.28,142.34,7.6,16.3,32.2,Dept_3,3.415364451763062e-08
SKU023951,sku_description_23951,709.0,64.77,12.7,35.9,13.8,Dept_11,1.5786780513992887e-06
SKU023952,sku_description_23952,631.3,62.69,46.0,14.0,4.7,Dept_13,1.3515834878941282e-06
SKU023953,sku_description_23953,381.73,102.92,33.6,31.5,53.6,Dept_1,2.0983514025075843e-06
SKU023954,sku_description_23954,248.58,99.75,39.4,38.0,4.4,Dept_3,4.485429840203598e-06
SKU023955,sku_description_23955,407.1,93.48,36.3,58.6,33.4,Dept_1,9.340286929674146e-06
SKU023956,sku_description_23956,403.15,103.42,64.6,8.8,15.8,Dept_12,4.167165552914077e-06
SKU023957,sku_description_23957,489.39,9.69,17.7,42.9,54.6,Dept_18,8.005611699894e-06
SKU023958,sku_description_23958,151.32,94.91,84.9,44.6,32.6,Dept_18,3.819671342126438e-05
SKU023959,sku_description_23959,525.53,198.4,43.4,14.9,30.7,Dept_13,3.831510484535312e-06
SKU023960,sku_description_23960,366.91,152.89,32.0,25.5,28.8,Dept_5,8.017027220740255e-05
SKU023961,sku_description_23961,497.3,57.59,3.9,43.1,43.3,Dept_3,8.317183414941231e-06
SKU023962,sku_description_23962,193.97,135.58,33.3,43.3,2.7,Dept_13,7.3077623532002105e-06
SKU023963,sku_description_23963,349.21,66.05,57.1,31.1,35.9,Dept_9,7.083335157933383e-06
SKU023964,sku_description_23964,170.53,38.38,72.2,42.5,25.5,Dept_13,6.472317003524365e-06
SKU023965,sku_description_23965,700.62,154.73,66.4,33.5,18.3,Dept_18,1.2550107495642548e-05
SKU023966,sku_description_23966,391.9,42.0,52.4,8.7,47.3,Dept_8,1.680462468766414e-05
SKU023967,sku_description_23967,182.31,171.74,40.4,47.1,9.4,Dept_3,1.1118864379607823e-05
SKU023968,sku_description_23968,35.84,76.14,48.2,17.2,53.7,Dept_21,2.3783353449219273e-05
SKU023969,sku_description_23969,541.56,151.39,86.6,58.5,7.8,Dept_19,1.6540348394980933e-06
SKU023970,sku_description_23970,174.07,51.99,87.0,48.7,25.3,Dept_23,1.2187088215093616e-06
SKU023971,sku_description_23971,791.7,130.58,72.7,45.9,2.8,Dept_3,4.1689360465259265e-05
SKU023972,sku_description_23972,428.36,42.59,16.7,48.0,13.1,Dept_15,4.6433874378981585e-06
SKU023973,sku_description_23973,233.31,4.46,84.2,24.5,10.8,Dept_10,2.9767958341421156e-06
SKU023974,sku_description_23974,527.17,162.94,59.0,6.0,29.1,Dept_25,2.9314776231871283e-06
SKU023975,sku_description_23975,222.35,171.25,44.0,25.1,17.8,Dept_21,4.836482229059205e-06
SKU023976,sku_description_23976,656.76,176.13,51.4,20.9,6.0,Dept_10,3.995279921055663e-06
SKU023977,sku_description_23977,248.66,7.36,43.9,14.6,49.4,Dept_12,1.3917497029240945e-05
SKU023978,sku_description_23978,790.63,152.21,44.1,21.6,8.8,Dept_12,3.9804647523363874e-05
SKU023979,sku_description_23979,485.3,167.19,39.9,40.4,59.7,Dept_20,2.9677415061292365e-06
SKU023980,sku_description_23980,676.0,62.41,80.8,5.7,3.9,Dept_17,2.2865937488456654e-06
SKU023981,sku_description_23981,61.03,94.14,42.1,20.1,42.9,Dept_19,7.15952476353751e-06
SKU023982,sku_description_23982,280.59,81.64,21.4,19.0,43.1,Dept_6,1.3245028118969267e-05
SKU023983,sku_description_23983,590.78,88.08,22.1,14.2,21.7,Dept_19,0.0001273592368953102
SKU023984,sku_description_23984,525.08,169.36,13.6,54.1,50.6,Dept_24,4.82122079396103e-07
SKU023985,sku_description_23985,157.81,83.63,50.8,51.6,14.0,Dept_5,5.909381190838144e-07
SKU023986,sku_description_23986,286.89,60.54,30.6,40.0,45.0,Dept_12,2.9362188153414533e-07
SKU023987,sku_description_23987,212.96,26.16,52.8,48.9,52.9,Dept_22,3.7428164753977824e-07
SKU023988,sku_description_23988,491.86,135.0,83.9,43.1,5.6,Dept_10,5.208859140248555e-06
SKU023989,sku_description_23989,277.62,16.93,86.1,6.0,24.8,Dept_6,3.9120964657626655e-06
SKU023990,sku_description_23990,249.32,12.33,28.9,49.3,57.3,Dept_21,1.7005365801465297e-06
SKU023991,sku_description_23991,168.28,136.35,21.4,28.6,27.4,Dept_13,8.38667835894516e-05
SKU023992,sku_description_23992,328.99,138.89,6.9,31.4,36.3,Dept_11,1.2355867701441905e-05
SKU023993,sku_description_23993,158.82,39.9,26.0,58.8,53.1,Dept_13,6.7920181182080485e-06
SKU023994,sku_description_23994,770.17,191.44,46.6,57.3,47.1,Dept_21,1.2451822838513047e-06
SKU023995,sku_description_23995,126.14,157.58,55.0,18.7,18.9,Dept_7,3.753534007276996e-06
SKU023996,sku_description_23996,730.9,137.32,10.6,23.6,42.8,Dept_18,3.591173174527562e-07
SKU023997,sku_description_23997,344.49,150.89,23.6,3.5,40.3,Dept_5,1.6096766167573007e-06
SKU023998,sku_description_23998,304.16,82.44,5.7,26.5,51.8,Dept_22,3.0207222146996654e-06
SKU023999,sku_description_23999,187.36,91.18,70.3,18.9,32.4,Dept_8,8.153659345634046e-06
SKU024000,sku_description_24000,509.7,174.06,25.8,4.6,41.4,Dept_14,1.975635180721171e-06
SKU024001,sku_description_24001,549.37,5.18,52.1,20.8,30.3,Dept_23,3.062579519562918e-07
SKU024002,sku_description_24002,375.65,160.5,42.5,36.2,45.4,Dept_16,1.503504271022334e-05
SKU024003,sku_description_24003,47.4,89.57,44.0,24.8,30.1,Dept_13,4.013211968660697e-06
SKU024004,sku_description_24004,735.05,92.85,60.6,15.5,3.5,Dept_22,1.366851785204892e-06
SKU024005,sku_description_24005,784.32,65.21,38.1,6.3,29.5,Dept_13,2.416616910021084e-05
SKU024006,sku_description_24006,346.54,121.45,24.0,48.7,59.7,Dept_12,7.000047615635208e-05
SKU024007,sku_description_24007,492.09,135.17,38.0,14.8,32.6,Dept_25,2.124726829078283e-05
SKU024008,sku_description_24008,361.89,32.23,74.5,51.6,2.3,Dept_5,3.6663369388035724e-06
SKU024009,sku_description_24009,259.54,113.19,51.5,23.5,23.2,Dept_4,6.826016923655421e-05
SKU024010,sku_description_24010,64.62,93.04,87.9,55.9,9.7,Dept_20,6.485719763608378e-06
SKU024011,sku_description_24011,366.49,156.4,71.1,59.5,32.6,Dept_17,3.639679659245266e-05
SKU024012,sku_description_24012,655.25,109.1,74.7,34.2,23.1,Dept_13,2.176551647701528e-05
SKU024013,sku_description_24013,16.57,85.97,70.9,32.9,33.9,Dept_2,2.6195933266181973e-06
SKU024014,sku_description_24014,466.94,105.83,40.9,22.9,56.2,Dept_19,1.615798411521035e-05
SKU024015,sku_description_24015,704.98,98.16,72.7,54.1,1.1,Dept_17,3.192345583663856e-06
SKU024016,sku_description_24016,176.39,187.04,57.5,18.9,41.2,Dept_23,1.0044942111754228e-06
SKU024017,sku_description_24017,149.05,62.45,21.9,36.3,30.3,Dept_24,5.970621308120209e-06
SKU024018,sku_description_24018,618.5,7.57,10.4,38.2,55.3,Dept_5,2.493066195211431e-05
SKU024019,sku_description_24019,206.3,132.43,45.9,56.8,1.9,Dept_7,2.8449774065329902e-05
