Tracking Number,Order Number,Recipient Postal Code,Service Description,Ship Date,Delivery Date,Original Weight (Pounds),Shipment Rated Weight (Pounds),Dimmed Height (in),Dimmed Width (in),Dimmed Length (in),Shipment DIM Flag,Net Charge Amount USD
TRK20250000000561,2221096,63409,FedEx Home Delivery,09/14/2025,09/19/2025,23.47,24.69,39.8,34.8,67.1,Y,42.15
TRK20250000000561,2221096,63409,FedEx Ground Economy,09/15/2025,09/23/2025,14.28,14.29,42.6,17.2,82.1,Y,8.94
TRK20250000000561,2221096,63409,FedEx Ground Economy,09/13/2025,09/17/2025,164.69,189.83,57.9,8.5,87.7,Y,191.56
TRK20250000000561,2221096,63409,FedEx Ground Economy,09/11/2025,09/15/2025,105.98,117.6,52.3,43.1,89.9,Y,168.38
TRK20250000000561,2221096,63409,FedEx Ground Economy,09/15/2025,09/20/2025,53.16,59.37,37.2,22.4,88.6,Y,61.29
TRK20250000000562,2221099,46250,FedEx Home Delivery,03/13/2025,03/14/2025,90.24,97.71,28.8,36.7,81.7,Y,93.8
TRK20250000000562,2221099,46250,FedEx Home Delivery,03/12/2025,03/13/2025,97.95,112.1,25.4,7.5,8.3,Y,118.51
TRK20250000000562,2221099,46250,FedEx Ground Economy,03/10/2025,03/19/2025,68.7,69.61,44.4,12.6,38.2,Y,78.74
TRK20250000000562,2221099,46250,FedEx Home Delivery,03/12/2025,03/16/2025,77.04,78.09,30.6,25.5,35.4,Y,113.07
TRK20250000000562,2221099,46250,FedEx Ground Economy,03/14/2025,03/20/2025,61.33,62.53,4.3,15.8,47.1,Y,62.0
TRK20250000000563,2221100,38787,FedEx Home Delivery,01/16/2025,01/21/2025,106.21,115.27,47.8,21.4,9.0,Y,135.08
TRK20250000000564,2221101,31015,FedEx Home Delivery,05/17/2025,05/18/2025,167.71,183.59,49.3,41.5,30.7,Y,257.28
TRK20250000000564,2221101,31015,FedEx Ground Economy,05/19/2025,05/25/2025,140.59,144.08,12.2,50.2,20.0,Y,185.62
TRK20250000000564,2221101,31015,FedEx Ground Economy,05/19/2025,05/25/2025,194.69,221.85,14.0,11.5,37.4,Y,322.93
TRK20250000000565,2221102,28919,FedEx Home Delivery,01/07/2025,01/10/2025,63.55,67.68,30.0,36.9,79.2,Y,113.27
TRK20250000000565,2221102,28919,FedEx Home Delivery,01/04/2025,01/08/2025,73.42,84.07,8.4,12.3,38.2,Y,108.54
TRK20250000000565,2221102,28919,FedEx Home Delivery,01/08/2025,01/10/2025,168.09,188.52,43.0,22.6,83.2,Y,235.55
TRK20250000000565,2221102,28919,FedEx Home Delivery,01/06/2025,01/11/2025,54.12,57.82,21.1,52.4,17.3,Y,96.16
TRK20250000000565,2221102,28919,FedEx Home Delivery,01/05/2025,01/08/2025,16.26,17.43,40.6,16.2,70.7,Y,23.92
TRK20250000000565,2221102,28919,FedEx Home Delivery,01/04/2025,01/06/2025,163.41,173.76,44.9,8.6,8.8,Y,265.08
TRK20250000000565,2221102,28919,FedEx Home Delivery,01/06/2025,01/10/2025,98.95,111.03,50.5,58.0,46.6,Y,157.16
TRK20250000000566,2221105,72461,FedEx Ground Economy,11/08/2025,11/14/2025,39.98,43.2,46.3,19.6,16.6,Y,39.89
TRK20250000000566,2221105,72461,FedEx Ground Economy,11/04/2025,11/07/2025,25.76,26.91,44.1,18.8,33.7,Y,29.5
TRK20250000000566,2221105,72461,FedEx Ground Economy,11/06/2025,11/08/2025,132.54,148.66,13.9,54.0,21.2,Y,136.36
TRK20250000000566,2221105,72461,FedEx Home Delivery,11/05/2025,11/10/2025,145.63,148.89,35.1,53.2,65.7,Y,175.46
TRK20250000000566,2221105,72461,FedEx Home Delivery,11/08/2025,11/10/2025,135.64,158.7,21.1,21.3,65.5,Y,137.28
TRK20250000000567,2221107,40412,FedEx Ground Economy,04/22/2025,04/24/2025,76.69,77.39,12.1,25.0,56.2,Y,47.74
TRK20250000000567,2221107,40412,FedEx Home Delivery,04/23/2025,04/27/2025,57.6,59.44,26.4,44.0,24.7,Y,48.92
TRK20250000000567,2221107,40412,FedEx Ground Economy,04/25/2025,04/28/2025,103.32,108.12,39.9,22.6,19.0,Y,157.36
TRK20250000000567,2221107,40412,FedEx Home Delivery,04/24/2025,04/27/2025,120.43,138.38,33.9,46.5,33.5,Y,105.11
TRK20250000000567,2221107,40412,FedEx Ground Economy,04/23/2025,05/02/2025,78.04,84.99,24.6,54.6,65.7,Y,119.61
TRK20250000000567,2221107,40412,FedEx Home Delivery,04/22/2025,04/25/2025,144.6,164.14,35.4,39.9,22.7,Y,273.27
TRK20250000000568,2221108,58952,FedEx Home Delivery,11/06/2025,11/09/2025,113.26,124.99,57.3,27.1,72.4,Y,88.58
TRK20250000000568,2221108,58952,FedEx Home Delivery,11/04/2025,11/05/2025,153.46,154.82,39.8,15.8,44.7,Y,258.63
TRK20250000000568,2221108,58952,FedEx Home Delivery,11/06/2025,11/10/2025,62.93,67.42,11.2,41.3,47.2,Y,111.5
TRK20250000000569,2221111,18494,FedEx Home Delivery,03/23/2025,03/26/2025,6.07,6.53,45.3,25.7,39.6,Y,8.12
TRK20250000000569,2221111,18494,FedEx Ground Economy,03/20/2025,03/23/2025,35.48,38.33,48.2,45.1,52.5,Y,27.48
TRK20250000000569,2221111,18494,FedEx Home Delivery,03/21/2025,03/25/2025,87.95,101.05,24.6,26.4,26.5,Y,79.05
TRK20250000000569,2221111,18494,FedEx Home Delivery,03/19/2025,03/23/2025,105.72,119.72,7.6,28.8,34.7,Y,95.34
TRK20250000000569,2221111,18494,FedEx Ground Economy,03/20/2025,03/25/2025,166.39,168.42,50.1,19.6,13.1,Y,210.51
TRK20250000000569,2221111,18494,FedEx Home Delivery,03/22/2025,03/27/2025,75.11,88.81,38.6,17.3,32.3,Y,148.21
TRK20250000000569,2221111,18494,FedEx Ground Economy,03/19/2025,03/24/2025,189.63,224.92,50.6,12.7,34.0,Y,247.19
TRK20250000000570,2221112,8382,FedEx Ground Economy,11/12/2025,11/15/2025,109.49,114.38,8.6,6.9,56.2,Y,152.7
TRK20250000000570,2221112,8382,FedEx Ground Economy,11/11/2025,11/13/2025,178.67,187.47,42.1,47.1,21.9,Y,140.46
TRK20250000000570,2221112,8382,FedEx Home Delivery,11/12/2025,11/15/2025,78.47,93.56,45.5,20.2,6.3,Y,141.66
TRK20250000000570,2221112,8382,FedEx Home Delivery,11/13/2025,11/14/2025,192.88,216.73,48.2,25.5,41.6,Y,188.83
TRK20250000000570,2221112,8382,FedEx Home Delivery,11/10/2025,11/11/2025,99.61,104.89,52.7,53.9,33.0,Y,108.42
TRK20250000000571,2221113,42399,FedEx Ground Economy,09/06/2025,09/13/2025,6.84,7.26,17.9,30.5,27.4,Y,6.67
TRK20250000000571,2221113,42399,FedEx Home Delivery,09/07/2025,09/12/2025,151.53,153.32,9.3,36.6,31.3,Y,216.36
TRK20250000000571,2221113,42399,FedEx Home Delivery,09/08/2025,09/13/2025,97.68,110.44,20.0,46.7,7.4,Y,184.53
TRK20250000000571,2221113,42399,FedEx Home Delivery,09/07/2025,09/10/2025,146.64,150.79,23.2,25.8,24.7,Y,186.48
TRK20250000000571,2221113,42399,FedEx Ground Economy,09/09/2025,09/16/2025,142.56,167.7,27.0,24.1,64.7,Y,182.99
TRK20250000000571,2221113,42399,FedEx Home Delivery,09/07/2025,09/12/2025,32.97,33.79,38.0,32.6,45.0,Y,34.2
TRK20250000000572,2221116,22687,FedEx Home Delivery,06/26/2025,07/01/2025,190.12,216.07,22.8,32.5,17.6,Y,350.51
TRK20250000000572,2221116,22687,FedEx Ground Economy,06/27/2025,07/02/2025,17.49,20.12,16.3,20.0,59.1,Y,12.2
TRK20250000000572,2221116,22687,FedEx Home Delivery,06/30/2025,07/03/2025,12.95,13.16,18.8,35.0,60.8,Y,16.14
TRK20250000000572,2221116,22687,FedEx Home Delivery,06/27/2025,07/01/2025,196.79,228.63,33.4,56.5,30.5,Y,302.65
TRK20250000000572,2221116,22687,FedEx Home Delivery,06/28/2025,07/03/2025,151.62,166.17,5.2,41.3,50.3,Y,192.15
TRK20250000000573,2221117,20661,FedEx Home Delivery,05/30/2025,06/03/2025,186.71,213.95,29.8,9.9,14.7,Y,326.52
TRK20250000000574,2221118,84688,FedEx Home Delivery,11/30/2025,12/04/2025,155.04,169.45,35.0,23.6,25.9,Y,123.52
TRK20250000000574,2221118,84688,FedEx Home Delivery,11/28/2025,12/02/2025,119.8,131.36,48.1,49.7,68.8,Y,216.48
TRK20250000000574,2221118,84688,FedEx Home Delivery,11/27/2025,12/02/2025,186.3,218.64,9.3,34.9,57.1,Y,291.62
TRK20250000000575,2221119,27534,FedEx Home Delivery,05/10/2025,05/11/2025,28.85,30.74,8.0,24.0,36.9,Y,31.98
TRK20250000000575,2221119,27534,FedEx Home Delivery,05/09/2025,05/14/2025,27.24,29.47,57.4,41.8,74.3,Y,25.08
TRK20250000000575,2221119,27534,FedEx Home Delivery,05/10/2025,05/15/2025,135.64,153.72,34.1,52.3,6.1,Y,169.43
TRK20250000000575,2221119,27534,FedEx Home Delivery,05/10/2025,05/15/2025,172.92,183.81,7.4,35.5,19.6,Y,168.13
TRK20250000000575,2221119,27534,FedEx Ground Economy,05/11/2025,05/13/2025,138.96,162.19,9.4,41.9,44.8,Y,133.45
TRK20250000000575,2221119,27534,FedEx Home Delivery,05/12/2025,05/13/2025,100.38,120.16,9.9,31.8,64.2,Y,142.4
TRK20250000000576,2221123,33186,FedEx Home Delivery,09/07/2025,09/12/2025,192.19,229.1,25.3,54.4,20.2,Y,165.62
TRK20250000000576,2221123,33186,FedEx Home Delivery,09/11/2025,09/12/2025,164.3,191.11,7.1,11.5,25.1,Y,302.22
TRK20250000000576,2221123,33186,FedEx Ground Economy,09/07/2025,09/14/2025,74.57,76.55,11.6,9.6,16.4,Y,81.54
TRK20250000000576,2221123,33186,FedEx Home Delivery,09/09/2025,09/10/2025,136.15,140.46,13.0,8.3,36.6,Y,180.78
TRK20250000000577,2221124,96880,FedEx Home Delivery,11/03/2025,11/04/2025,53.39,61.92,57.2,6.8,27.8,Y,96.55
TRK20250000000577,2221124,96880,FedEx Home Delivery,11/03/2025,11/06/2025,58.7,62.44,49.9,34.2,41.8,Y,49.97
TRK20250000000577,2221124,96880,FedEx Home Delivery,11/03/2025,11/06/2025,105.22,110.83,45.6,9.2,62.3,Y,105.03
TRK20250000000577,2221124,96880,FedEx Ground Economy,11/06/2025,11/12/2025,1.64,1.79,24.3,56.3,66.0,Y,2.54
TRK20250000000578,2221125,31894,FedEx Home Delivery,06/21/2025,06/23/2025,125.15,126.07,45.6,41.1,61.9,Y,126.95
TRK20250000000578,2221125,31894,FedEx Home Delivery,06/23/2025,06/24/2025,29.59,34.05,45.6,12.6,59.6,Y,40.13
TRK20250000000578,2221125,31894,FedEx Ground Economy,06/21/2025,06/25/2025,111.16,113.38,17.2,43.5,12.7,Y,151.09
TRK20250000000578,2221125,31894,FedEx Home Delivery,06/21/2025,06/24/2025,195.17,231.86,18.1,12.9,42.1,Y,236.62
TRK20250000000579,2221128,31139,FedEx Home Delivery,03/17/2025,03/19/2025,128.59,135.62,54.6,22.7,8.1,Y,186.54
TRK20250000000579,2221128,31139,FedEx Home Delivery,03/20/2025,03/21/2025,197.74,230.55,43.6,58.9,82.6,Y,201.31
TRK20250000000579,2221128,31139,FedEx Ground Economy,03/20/2025,03/23/2025,62.86,67.54,40.5,37.4,66.2,Y,54.7
TRK20250000000579,2221128,31139,FedEx Ground Economy,03/19/2025,03/22/2025,84.12,85.4,59.1,47.0,56.7,Y,91.0
TRK20250000000579,2221128,31139,FedEx Ground Economy,03/19/2025,03/22/2025,75.12,86.44,6.8,37.2,82.4,Y,71.95
TRK20250000000580,2221131,48853,FedEx Home Delivery,08/31/2025,09/03/2025,81.48,90.13,10.7,55.3,31.2,Y,85.13
TRK20250000000580,2221131,48853,FedEx Ground Economy,08/31/2025,09/07/2025,191.25,222.18,25.7,13.2,87.6,Y,178.05
TRK20250000000580,2221131,48853,FedEx Home Delivery,09/01/2025,09/02/2025,83.0,99.5,40.3,27.5,30.7,Y,69.06
TRK20250000000580,2221131,48853,FedEx Ground Economy,08/31/2025,09/05/2025,45.14,51.29,31.6,45.7,50.7,Y,58.77
TRK20250000000580,2221131,48853,FedEx Ground Economy,08/29/2025,09/02/2025,8.45,9.86,55.7,28.2,20.0,Y,6.02
TRK20250000000580,2221131,48853,FedEx Ground Economy,08/29/2025,09/04/2025,129.02,135.19,20.5,14.7,42.6,Y,143.97
TRK20250000000581,2221132,45299,FedEx Ground Economy,04/18/2025,04/20/2025,14.08,16.74,45.9,13.3,77.8,Y,14.21
TRK20250000000581,2221132,45299,FedEx Ground Economy,04/18/2025,04/21/2025,143.95,149.26,25.1,35.7,28.0,Y,97.28
TRK20250000000581,2221132,45299,FedEx Home Delivery,04/16/2025,04/18/2025,144.58,166.09,35.2,52.2,40.8,Y,137.47
TRK20250000000582,2221136,14376,FedEx Home Delivery,08/05/2025,08/09/2025,35.34,37.77,9.2,51.4,57.1,Y,62.84
TRK20250000000582,2221136,14376,FedEx Ground Economy,08/07/2025,08/11/2025,48.52,50.84,2.5,16.3,81.2,Y,48.2
TRK20250000000583,2221140,14683,FedEx Home Delivery,06/28/2025,06/29/2025,132.1,140.88,19.2,55.1,23.3,Y,153.53
TRK20250000000583,2221140,14683,FedEx Home Delivery,07/02/2025,07/03/2025,91.64,105.07,20.5,46.9,45.1,Y,162.95
TRK20250000000583,2221140,14683,FedEx Home Delivery,06/29/2025,07/01/2025,73.71,80.92,11.0,27.6,88.6,Y,124.88
TRK20250000000583,2221140,14683,FedEx Ground Economy,07/02/2025,07/08/2025,48.77,57.96,19.2,52.5,41.4,Y,62.45
TRK20250000000583,2221140,14683,FedEx Home Delivery,06/28/2025,07/01/2025,169.94,171.4,41.5,30.7,36.6,Y,128.72
TRK20250000000583,2221140,14683,FedEx Ground Economy,07/02/2025,07/09/2025,40.66,48.04,32.3,41.5,73.9,Y,60.46
TRK20250000000584,2221141,7705,FedEx Home Delivery,12/02/2025,12/05/2025,96.68,108.04,14.5,25.9,84.8,Y,131.69
TRK20250000000585,2221144,37560,FedEx Ground Economy,07/12/2025,07/17/2025,37.75,43.76,11.5,23.9,61.8,Y,51.69
TRK20250000000585,2221144,37560,FedEx Home Delivery,07/11/2025,07/14/2025,30.99,33.65,14.6,10.8,30.0,Y,55.84
TRK20250000000585,2221144,37560,FedEx Ground Economy,07/13/2025,07/20/2025,162.11,169.74,41.1,14.4,82.2,Y,117.62
TRK20250000000586,2221145,33811,FedEx Home Delivery,12/29/2025,01/03/2026,92.04,102.44,51.1,13.6,81.0,Y,161.12
TRK20250000000586,2221145,33811,FedEx Home Delivery,12/29/2025,01/02/2026,79.4,86.06,12.8,7.8,5.9,Y,77.0
TRK20250000000586,2221145,33811,FedEx Ground Economy,12/27/2025,01/02/2026,104.09,112.76,52.2,51.6,49.3,Y,95.76
TRK20250000000586,2221145,33811,FedEx Ground Economy,12/26/2025,01/04/2026,116.37,139.44,43.0,31.4,55.3,Y,206.09
TRK20250000000586,2221145,33811,FedEx Home Delivery,12/27/2025,12/29/2025,168.04,183.39,5.0,56.6,29.9,Y,140.57
TRK20250000000586,2221145,33811,FedEx Home Delivery,12/28/2025,12/29/2025,37.36,44.46,38.6,11.1,35.8,Y,66.17
TRK20250000000586,2221145,33811,FedEx Home Delivery,12/28/2025,12/31/2025,46.79,50.21,36.7,57.3,7.9,Y,50.82
TRK20250000000587,2221147,16518,FedEx Home Delivery,01/09/2025,01/10/2025,36.5,43.39,29.9,40.3,88.6,Y,58.21
TRK20250000000587,2221147,16518,FedEx Home Delivery,01/11/2025,01/15/2025,53.57,55.88,10.2,24.4,61.1,Y,83.38
TRK20250000000587,2221147,16518,FedEx Home Delivery,01/12/2025,01/15/2025,76.31,88.2,45.7,37.0,45.6,Y,128.76
TRK20250000000587,2221147,16518,FedEx Ground Economy,01/12/2025,01/20/2025,47.54,53.79,50.6,25.6,54.1,Y,65.04
TRK20250000000588,2221148,14200,FedEx Ground Economy,09/06/2025,09/13/2025,127.98,133.98,48.5,27.4,9.4,Y,192.44
TRK20250000000588,2221148,14200,FedEx Home Delivery,09/06/2025,09/10/2025,24.57,26.25,52.2,19.2,30.9,Y,18.16
TRK20250000000588,2221148,14200,FedEx Home Delivery,09/08/2025,09/11/2025,4.7,5.59,42.5,43.3,58.8,Y,9.01
TRK20250000000588,2221148,14200,FedEx Home Delivery,09/08/2025,09/11/2025,196.46,198.83,37.9,34.7,31.1,Y,191.91
TRK20250000000589,2221149,35147,FedEx Home Delivery,01/13/2025,01/15/2025,60.36,68.04,20.1,53.1,77.5,Y,90.65
TRK20250000000589,2221149,35147,FedEx Home Delivery,01/13/2025,01/17/2025,144.2,147.92,5.1,22.3,62.9,Y,173.95
TRK20250000000589,2221149,35147,FedEx Ground Economy,01/14/2025,01/21/2025,180.72,208.3,55.9,47.6,27.8,Y,268.28
TRK20250000000590,2221150,41169,FedEx Home Delivery,08/05/2025,08/06/2025,55.96,63.84,37.1,8.1,36.2,Y,79.83
TRK20250000000590,2221150,41169,FedEx Ground Economy,08/07/2025,08/10/2025,126.12,146.41,45.6,15.4,42.1,Y,154.23
TRK20250000000590,2221150,41169,FedEx Home Delivery,08/04/2025,08/09/2025,59.67,71.1,18.0,8.3,79.0,Y,88.53
TRK20250000000590,2221150,41169,FedEx Ground Economy,08/04/2025,08/08/2025,59.85,62.87,10.1,8.3,16.1,Y,57.09
TRK20250000000590,2221150,41169,FedEx Home Delivery,08/05/2025,08/08/2025,132.4,139.05,7.8,45.5,29.8,Y,144.46
TRK20250000000591,2221151,12664,FedEx Ground Economy,07/31/2025,08/03/2025,11.48,12.6,17.0,31.4,69.7,Y,10.02
TRK20250000000591,2221151,12664,FedEx Home Delivery,08/02/2025,08/05/2025,123.0,127.5,46.3,31.4,48.5,Y,128.79
TRK20250000000591,2221151,12664,FedEx Home Delivery,07/31/2025,08/01/2025,71.17,72.94,56.8,45.6,42.7,Y,121.76
TRK20250000000591,2221151,12664,FedEx Home Delivery,08/01/2025,08/04/2025,20.44,20.89,12.2,54.9,49.9,Y,28.85
TRK20250000000591,2221151,12664,FedEx Ground Economy,07/30/2025,08/01/2025,9.31,9.76,40.9,20.0,82.1,Y,8.5
TRK20250000000591,2221151,12664,FedEx Home Delivery,07/30/2025,08/03/2025,38.78,45.42,12.4,30.3,81.0,Y,57.8
TRK20250000000592,2221155,56184,FedEx Ground Economy,10/07/2025,10/09/2025,98.06,110.46,53.5,16.6,29.3,Y,149.62
TRK20250000000592,2221155,56184,FedEx Home Delivery,10/05/2025,10/07/2025,147.03,162.82,5.1,53.3,17.7,Y,224.27
TRK20250000000593,2221156,13395,FedEx Home Delivery,08/18/2025,08/19/2025,123.98,131.59,47.6,21.9,50.9,Y,145.94
TRK20250000000593,2221156,13395,FedEx Home Delivery,08/19/2025,08/20/2025,55.45,56.56,53.7,54.9,36.4,Y,85.99
TRK20250000000593,2221156,13395,FedEx Home Delivery,08/20/2025,08/24/2025,153.79,182.32,54.9,10.2,29.8,Y,169.08
TRK20250000000593,2221156,13395,FedEx Ground Economy,08/19/2025,08/26/2025,9.54,11.2,44.7,39.1,52.5,Y,16.28
TRK20250000000594,2221157,82280,FedEx Home Delivery,02/07/2025,02/12/2025,68.35,72.48,59.0,46.3,12.8,Y,84.68
TRK20250000000594,2221157,82280,FedEx Home Delivery,02/07/2025,02/08/2025,122.65,129.46,53.5,58.8,58.0,Y,170.61
TRK20250000000594,2221157,82280,FedEx Home Delivery,02/04/2025,02/05/2025,4.96,5.78,35.1,57.5,79.6,Y,9.53
TRK20250000000594,2221157,82280,FedEx Home Delivery,02/08/2025,02/09/2025,69.11,73.14,25.2,17.0,7.1,Y,64.51
TRK20250000000594,2221157,82280,FedEx Home Delivery,02/04/2025,02/09/2025,158.37,184.65,56.2,46.4,50.8,Y,279.05
TRK20250000000594,2221157,82280,FedEx Home Delivery,02/08/2025,02/10/2025,101.21,116.28,49.3,45.2,77.3,Y,92.58
TRK20250000000595,2221158,18988,FedEx Home Delivery,04/11/2025,04/16/2025,24.1,26.48,46.8,30.5,7.5,Y,21.59
TRK20250000000595,2221158,18988,FedEx Home Delivery,04/10/2025,04/14/2025,8.96,9.59,13.3,42.3,45.9,Y,7.42
TRK20250000000595,2221158,18988,FedEx Ground Economy,04/10/2025,04/14/2025,157.64,188.49,2.5,52.6,48.9,Y,174.22
TRK20250000000596,2221162,82142,FedEx Ground Economy,12/13/2025,12/17/2025,167.55,196.02,52.1,6.7,84.2,Y,118.11
TRK20250000000596,2221162,82142,FedEx Home Delivery,12/12/2025,12/15/2025,148.07,161.36,29.0,43.2,60.2,Y,221.81
TRK20250000000596,2221162,82142,FedEx Home Delivery,12/13/2025,12/18/2025,116.27,139.18,18.4,30.3,85.2,Y,151.19
TRK20250000000597,2221163,57859,FedEx Home Delivery,11/25/2025,11/28/2025,128.76,142.24,51.6,36.4,16.1,Y,104.52
TRK20250000000597,2221163,57859,FedEx Home Delivery,11/24/2025,11/29/2025,134.39,153.43,38.5,19.0,54.0,Y,191.05
TRK20250000000598,2221164,61981,FedEx Home Delivery,07/09/2025,07/14/2025,106.25,112.75,12.0,24.0,34.9,Y,80.33
TRK20250000000598,2221164,61981,FedEx Home Delivery,07/12/2025,07/15/2025,85.47,93.92,25.4,56.5,63.3,Y,64.95
TRK20250000000598,2221164,61981,FedEx Ground Economy,07/09/2025,07/17/2025,56.51,56.54,37.3,51.5,68.1,Y,74.86
TRK20250000000599,2221165,21131,FedEx Ground Economy,06/30/2025,07/03/2025,39.74,45.12,58.8,21.5,29.0,Y,55.82
TRK20250000000599,2221165,21131,FedEx Ground Economy,07/02/2025,07/06/2025,20.35,22.62,43.3,20.4,30.1,Y,14.6
TRK20250000000599,2221165,21131,FedEx Home Delivery,06/28/2025,06/30/2025,186.16,190.89,50.7,33.0,83.0,Y,323.25
TRK20250000000599,2221165,21131,FedEx Home Delivery,07/01/2025,07/05/2025,135.02,155.82,9.7,51.0,44.4,Y,253.33
TRK20250000000599,2221165,21131,FedEx Ground Economy,06/29/2025,07/04/2025,25.71,29.99,21.9,9.4,11.1,Y,23.59
TRK20250000000599,2221165,21131,FedEx Home Delivery,07/01/2025,07/06/2025,129.01,143.86,9.3,12.8,61.0,Y,125.32
TRK20250000000600,2221166,75075,FedEx Home Delivery,09/30/2025,10/04/2025,148.91,175.08,43.5,10.9,45.1,Y,139.48
TRK20250000000601,2221167,10725,FedEx Home Delivery,05/31/2025,06/01/2025,117.66,138.34,28.4,16.7,31.8,Y,129.94
TRK20250000000602,2221170,36516,FedEx Ground Economy,05/13/2025,05/16/2025,119.04,131.99,55.9,35.2,35.3,Y,152.17
TRK20250000000602,2221170,36516,FedEx Ground Economy,05/13/2025,05/17/2025,152.04,160.87,53.8,53.7,71.4,Y,151.21
TRK20250000000602,2221170,36516,FedEx Ground Economy,05/15/2025,05/19/2025,179.5,215.4,56.5,14.0,89.4,Y,149.5
TRK20250000000603,2221172,96421,FedEx Home Delivery,06/06/2025,06/08/2025,142.58,150.74,15.5,16.7,75.6,Y,216.85
TRK20250000000603,2221172,96421,FedEx Home Delivery,06/04/2025,06/05/2025,17.25,20.5,44.2,22.0,72.6,Y,20.06
TRK20250000000603,2221172,96421,FedEx Ground Economy,06/05/2025,06/11/2025,77.77,82.98,13.7,10.2,25.8,Y,54.29
TRK20250000000603,2221172,96421,FedEx Home Delivery,06/02/2025,06/05/2025,125.73,147.97,26.6,42.9,33.1,Y,241.1
TRK20250000000603,2221172,96421,FedEx Home Delivery,06/05/2025,06/10/2025,63.36,63.84,24.9,13.0,71.7,Y,80.98
TRK20250000000603,2221172,96421,FedEx Home Delivery,06/04/2025,06/08/2025,90.65,102.56,3.5,38.9,65.2,Y,138.52
TRK20250000000603,2221172,96421,FedEx Home Delivery,06/02/2025,06/07/2025,5.67,5.98,40.4,52.4,59.7,Y,9.46
TRK20250000000604,2221175,40476,FedEx Ground Economy,08/24/2025,08/29/2025,66.7,70.05,5.0,9.5,43.3,Y,88.02
TRK20250000000604,2221175,40476,FedEx Home Delivery,08/25/2025,08/27/2025,130.61,147.88,59.6,10.2,25.7,Y,171.94
TRK20250000000604,2221175,40476,FedEx Ground Economy,08/24/2025,08/30/2025,113.46,130.32,53.8,57.1,9.8,Y,114.93
TRK20250000000605,2221176,15750,FedEx Home Delivery,12/10/2025,12/15/2025,172.97,200.28,58.7,30.3,15.6,Y,177.41
TRK20250000000605,2221176,15750,FedEx Home Delivery,12/07/2025,12/11/2025,14.62,16.31,20.2,15.8,54.0,Y,16.73
TRK20250000000605,2221176,15750,FedEx Home Delivery,12/09/2025,12/13/2025,73.59,81.02,34.3,56.9,16.0,Y,60.7
TRK20250000000605,2221176,15750,FedEx Ground Economy,12/06/2025,12/12/2025,7.8,8.73,45.3,23.8,80.6,Y,12.49
TRK20250000000606,2221177,31626,FedEx Ground Economy,02/13/2025,02/20/2025,77.7,87.67,18.2,29.7,15.9,Y,102.98
TRK20250000000606,2221177,31626,FedEx Ground Economy,02/12/2025,02/16/2025,192.48,220.22,9.6,43.7,10.8,Y,195.21
TRK20250000000606,2221177,31626,FedEx Ground Economy,02/10/2025,02/17/2025,113.55,128.97,36.5,58.3,56.7,Y,78.19
TRK20250000000606,2221177,31626,FedEx Ground Economy,02/14/2025,02/23/2025,107.85,121.98,10.6,16.0,29.8,Y,87.59
TRK20250000000606,2221177,31626,FedEx Ground Economy,02/13/2025,02/19/2025,188.04,203.57,27.9,38.7,53.4,Y,247.87
TRK20250000000607,2221178,96862,FedEx Ground Economy,02/14/2025,02/20/2025,165.98,189.21,6.1,59.4,53.7,Y,233.61
TRK20250000000607,2221178,96862,FedEx Ground Economy,02/14/2025,02/16/2025,60.56,68.75,27.3,39.6,57.8,Y,65.47
TRK20250000000608,2221179,73227,FedEx Home Delivery,05/10/2025,05/11/2025,147.23,167.11,45.2,8.2,12.6,Y,253.66
TRK20250000000608,2221179,73227,FedEx Home Delivery,05/11/2025,05/14/2025,102.27,120.49,48.0,11.7,79.5,Y,155.16
TRK20250000000609,2221180,9919,FedEx Home Delivery,07/26/2025,07/30/2025,19.95,21.46,31.4,12.8,15.9,Y,18.34
TRK20250000000609,2221180,9919,FedEx Home Delivery,07/25/2025,07/28/2025,26.49,27.13,53.1,9.1,37.3,Y,38.93
TRK20250000000609,2221180,9919,FedEx Home Delivery,07/26/2025,07/28/2025,65.46,69.24,59.4,44.3,13.7,Y,106.78
TRK20250000000609,2221180,9919,FedEx Ground Economy,07/26/2025,08/02/2025,5.11,5.47,43.6,39.1,28.8,Y,7.78
TRK20250000000609,2221180,9919,FedEx Home Delivery,07/23/2025,07/27/2025,5.28,5.4,50.8,10.5,54.1,Y,8.75
TRK20250000000610,2221183,5675,FedEx Ground Economy,03/25/2025,03/27/2025,80.47,92.46,42.7,22.2,69.3,Y,93.91
TRK20250000000610,2221183,5675,FedEx Home Delivery,03/26/2025,03/28/2025,144.92,163.75,41.2,45.5,70.6,Y,253.89
TRK20250000000610,2221183,5675,FedEx Home Delivery,03/27/2025,03/30/2025,30.9,34.92,43.6,59.9,21.4,Y,48.95
TRK20250000000610,2221183,5675,FedEx Ground Economy,03/23/2025,03/30/2025,191.32,202.36,36.8,47.5,33.6,Y,158.97
TRK20250000000610,2221183,5675,FedEx Home Delivery,03/27/2025,03/31/2025,162.15,185.4,11.8,8.5,40.5,Y,193.15
TRK20250000000610,2221183,5675,FedEx Home Delivery,03/23/2025,03/27/2025,30.72,34.26,31.2,50.7,66.3,Y,50.88
TRK20250000000611,2221184,86273,FedEx Home Delivery,06/27/2025,06/29/2025,157.81,184.51,35.0,5.3,39.1,Y,180.94
